Time_Random Time_Random_Adjust Space_Random Result Performance_Result Line_Number
0.6227 0.6182 0.3155 SUCCES PSUCC mg.f:667
0.4501 0.4501 0.2607 SUCCES PSUCC mg.f:595
0.7747 0.7636 0.2018 SUCCES PSUCC mg.f:665
0.0195 0.0195 0.5087 SUCCES PSUCC mg.f:667
0.3426 0.3402 0.4472 SUCCES PSUCC mg.f:679
0.1717 0.1706 0.3937 SUCCES PSUCC mg.f:595
0.5064 0.5030 0.3444 SUCCES PSUCC mg.f:665
0.3314 0.3318 0.7850 SUCCES PSUCC mg.f:679
0.4200 0.4169 0.6553 SUCCES PSUCC mg.f:679
0.1639 0.1639 0.4614 SUCCES PSUCC mg.f:679
0.4909 0.4872 0.4047 SUCCES PSUCC mg.f:665
0.3164 0.3165 0.8468 SUCCES PSUCC mg.f:597
0.1463 0.1452 0.7929 SUCCES PSUCC mg.f:850
0.3875 0.3882 0.5960 SUCCES PSUCC mg.f:679
0.4772 0.4706 0.4676 SUCCES PSUCC mg.f:757
0.3090 0.3092 0.9165 SUCCES PSUCC mg.f:595
0.1338 0.1343 0.8576 SUCCES PSUCC mg.f:679
0.2247 0.2231 0.7285 SUCCES PSUCC mg.f:667
0.5512 0.5511 0.6710 SUCCES PSUCC mg.f:852
0.8807 0.8811 0.6177 SUCCES PSUCC mg.f:663
0.7147 0.7114 0.5679 SUCCES PSUCC mg.f:597
0.0335 0.0336 0.0030 SUCCES PSUCC mg.f:595
0.8641 0.8656 0.4522 SUCCES PSUCC mg.f:665
0.9572 0.9567 0.3242 SUCCES PSUCC mg.f:667
0.7845 0.7830 0.7675 SUCCES PSUCC mg.f:595
0.6132 0.6087 0.7133 SUCCES PSUCC mg.f:597
0.8517 0.8512 0.5139 SUCCES PSUCC mg.f:597
0.6824 0.6775 0.9619 SUCCES PSUCC mg.f:840
0.5099 0.5029 0.4050 SUCCES PSUCC mg.f:604
0.2563 0.2571 0.7124 SUCCES PSUCC mg.f:679
0.3394 0.3373 0.5762 SUCCES PSUCC mg.f:755
0.5797 0.5780 0.3791 SUCCES PSUCC mg.f:604
0.9124 0.9058 0.3277 SUCCES PSUCC mg.f:604
0.7389 0.7339 0.7719 SUCCES PSUCC mg.f:770
0.0689 0.0686 0.2188 SUCCES PSUCC mg.f:770
0.8152 0.8153 0.0254 SUCCES PSUCC mg.f:597
0.1340 0.1344 0.4625 SUCCES PSUCC mg.f:1060
0.2277 0.2259 0.8363 SUCCES PSUCC mg.f:634
0.0515 0.0518 0.2767 SUCCES PSUCC mg.f:665
0.0591 0.0594 0.5091 SUCCES PSUCC mg.f:679
0.2283 0.2267 0.5154 SUCCES PSUCC mg.f:665
0.4766 0.4736 0.3253 SUCCES PSUCC mg.f:665
0.3026 0.3026 0.7670 SUCCES PSUCC mg.f:604
