Time_Random Time_Random_Adjust Space_Random Result Performance_Result Line_Number
0.4582 0.2877 0.2161 SUCCES PFAIL cg.f:578
0.9828 0.6188 0.2624 SUCCES PFAIL cg.f:577
0.5961 0.3751 0.9521 SUCCES PFAIL cg.f:578
0.7100 0.4463 0.6431 SUCCES PFAIL cg.f:578
0.8263 0.5196 0.8357 SUCCES PFAIL cg.f:578
0.3455 0.2173 0.8779 SUCCES PFAIL cg.f:578
0.9633 0.6044 0.0714 SUCCES PFAIL cg.f:578
0.4906 0.3078 0.1210 SUCCES PFAIL cg.f:681
0.1006 0.0634 0.3096 SUCCES PFAIL cg.f:577
0.2146 0.1351 0.9991 SUCCES PFAIL cg.f:578
0.7447 0.4676 0.5499 SUCCES PFAIL cg.f:681
0.8569 0.5395 0.2407 SUCCES PFAIL cg.f:578
0.4721 0.2969 0.4317 SUCCES PFAIL cg.f:578
0.5858 0.3682 0.6234 SUCCES PFAIL cg.f:578
0.1152 0.0726 0.6751 SUCCES PFAIL cg.f:578
0.7268 0.4569 0.8630 SUCCES PFAIL cg.f:578
0.3377 0.2126 0.0503 SUCCES PFAIL cg.f:578
0.8687 0.5458 0.1020 SUCCES PFAIL cg.f:578
0.9807 0.6164 0.7929 SUCCES PFAIL cg.f:578
0.5898 0.3709 0.9779 SUCCES PFAIL cg.f:578
0.6183 0.3890 0.0303 SUCCES PFAIL cg.f:578
0.2388 0.1501 0.2241 SUCCES PFAIL cg.f:578
0.3461 0.2177 0.4108 SUCCES PFAIL cg.f:578
0.3692 0.2320 0.9567 SUCCES PFAIL cg.f:578
0.4875 0.3065 0.1524 SUCCES PFAIL cg.f:578
0.5171 0.3244 0.7031 SUCCES PFAIL cg.f:578
0.5400 0.3395 0.7490 SUCCES PFAIL cg.f:578
0.6547 0.4114 0.9384 SUCCES PFAIL cg.f:578
0.7654 0.4813 0.6269 SUCCES PFAIL cg.f:578
0.2961 0.1859 0.6807 SUCCES PFAIL cg.f:578
0.4065 0.2552 0.8665 SUCCES PFAIL cg.f:578
0.9375 0.5890 0.9193 SUCCES PFAIL cg.f:578
0.0478 0.0301 0.1061 SUCCES PFAIL cg.f:578
0.0770 0.0485 0.1590 SUCCES PFAIL cg.f:577
0.1897 0.1194 0.3480 SUCCES PFAIL cg.f:578
0.7978 0.5022 0.0333 SUCCES PFAIL cg.f:578
0.3308 0.2082 0.5864 SUCCES PFAIL cg.f:578
0.4447 0.2799 0.7782 SUCCES PFAIL cg.f:578
0.5550 0.3493 0.4654 SUCCES PFAIL cg.f:578
0.6686 0.4205 0.6573 SUCCES PFAIL cg.f:578
0.2895 0.1822 0.8537 SUCCES PFAIL cg.f:578
0.8121 0.5106 0.3980 SUCCES PFAIL cg.f:578
0.4243 0.2666 0.5858 SUCCES PFAIL cg.f:578
0.5395 0.3393 0.2786 SUCCES PFAIL cg.f:578
0.0614 0.0387 0.3244 SUCCES PFAIL cg.f:578
0.1797 0.1129 0.0193 SUCCES PFAIL cg.f:578
0.7891 0.4961 0.2069 SUCCES PFAIL cg.f:578
0.8193 0.5151 0.2559 SUCCES PFAIL cg.f:578
0.9347 0.5875 0.4493 SUCCES PFAIL cg.f:578
0.4567 0.2872 0.9951 SUCCES PFAIL cg.f:578
0.0744 0.0468 0.1886 SUCCES PFAIL cg.f:578
0.6028 0.3791 0.7391 SUCCES PFAIL cg.f:578
0.2146 0.1349 0.4263 SUCCES PFAIL cg.f:578
0.3255 0.2047 0.1147 SUCCES PFAIL cg.f:578
0.3518 0.2209 0.1626 SUCCES PFAIL cg.f:578
0.9682 0.6092 0.8577 SUCCES PFAIL cg.f:578
0.0006 0.0004 0.4094 SUCCES PFAIL cg.f:578
0.1105 0.0696 0.0961 SUCCES PFAIL cg.f:577
0.1291 0.0813 0.1382 SUCCES PFAIL cg.f:578
0.7493 0.4710 0.3354 SUCCES PFAIL cg.f:578
0.8611 0.5415 0.0244 SUCCES PFAIL cg.f:578
0.8890 0.5596 0.0747 SUCCES PFAIL cg.f:623
0.0028 0.0018 0.7637 SUCCES PFAIL cg.f:578
0.1163 0.0733 0.4545 SUCCES PFAIL cg.f:578
0.6459 0.4064 0.5062 SUCCES PFAIL cg.f:578
0.2601 0.1638 0.1984 SUCCES PFAIL cg.f:578
0.3753 0.2364 0.8878 SUCCES PFAIL cg.f:578
0.9848 0.6183 0.5751 SUCCES PFAIL cg.f:578
0.5082 0.3198 0.6202 SUCCES PFAIL cg.f:578
0.1213 0.0764 0.3130 SUCCES PFAIL cg.f:578
0.2359 0.1486 0.0031 SUCCES PFAIL cg.f:578
0.8460 0.5326 0.6894 SUCCES PFAIL cg.f:578
